veh_value,exposure,clm,numclaims,claimcst0,veh_body,veh_age,gender,area,agecat,_OBSTAT_
2.37,0.643394935,0,0,0,MIBUS,3,M,C,3,01101    0    0    0
1.68,0.224503765,0,0,0,HBACK,3,F,C,4,01101    0    0    0
1.83,0.353182752,0,0,0,SEDAN,3,M,C,1,01101    0    0    0
1.29,0.925393566,1,1,200,SEDAN,3,M,D,3,01101    0    0    0
0.3,0.229979466,0,0,0,HBACK,4,M,B,4,01101    0    0    0
1.52,0.249144422,0,0,0,HBACK,3,F,A,3,01101    0    0    0
2.35,0.643394935,0,0,0,COUPE,2,F,C,3,01101    0    0    0
0.34,0.213552361,0,0,0,HBACK,4,F,B,1,01101    0    0    0
0.99,0.249144422,0,0,0,HBACK,2,F,E,5,01101    0    0    0
1.84,0.851471595,0,0,0,HBACK,2,F,A,4,01101    0    0    0
1.23,0.851471595,0,0,0,HBACK,3,F,B,4,01101    0    0    0
2.03,0.689938398,0,0,0,SEDAN,2,F,A,5,01101    0    0    0
1.51,0.227241615,0,0,0,HDTOP,4,M,C,2,01101    0    0    0
0.76,0.227241615,0,0,0,SEDAN,4,F,B,1,01101    0    0    0
1.9,0.224503765,0,0,0,STNWG,4,F,C,4,01101    0    0    0
2.75,0.17522245,0,0,0,STNWG,1,F,C,3,01101    0    0    0
0.9,0.224503765,0,0,0,SEDAN,3,F,A,6,01101    0    0    0
1.74,0.720054757,0,0,0,HBACK,2,F,A,6,01101    0    0    0
2.39,0.925393566,0,0,0,STNWG,3,M,E,6,01101    0    0    0
2.14,0.646132786,0,0,0,UTE,3,M,E,4,01101    0    0    0
1.03,0.646132786,0,0,0,HBACK,2,F,C,2,01101    0    0    0
1.28,0.605065024,0,0,0,STNWG,4,M,F,4,01101    0    0    0
0.67,0.227241615,0,0,0,COUPE,4,F,B,3,01101    0    0    0
0.9,0.720054757,0,0,0,HBACK,3,F,B,4,01101    0    0    0
1.07,0.249144422,0,0,0,SEDAN,3,M,C,4,01101    0    0    0
2.29,0.249144422,0,0,0,SEDAN,1,M,C,3,01101    0    0    0
1.13,0.377823409,1,1,937.5599957,SEDAN,4,F,B,1,01101    0    0    0
1.37,0.851471595,0,0,0,HBACK,2,M,A,3,01101    0    0    0
0.62,0.851471595,0,0,0,COUPE,4,M,A,4,01101    0    0    0
1.26,0.046543463,0,0,0,HBACK,2,F,F,2,01101    0    0    0
1.98,0.041067762,0,0,0,STNWG,4,F,C,4,01101    0    0    0
0,0.999315537,1,2,2724.339996,STNWG,4,M,A,3,01101    0    0    0
2.04,0.249144422,0,0,0,HBACK,1,M,B,1,01101    0    0    0
2.1,0.249144422,0,0,0,COUPE,3,F,A,3,01101    0    0    0
1.82,0.224503765,0,0,0,HBACK,1,F,A,4,01101    0    0    0
0.31,0.783025325,0,0,0,HBACK,4,F,E,6,01101    0    0    0
2.29,0.249144422,0,0,0,SEDAN,1,M,A,2,01101    0    0    0
1.38,0.249144422,0,0,0,HBACK,1,F,B,1,01101    0    0    0
1.85,0.27926078,0,0,0,SEDAN,2,F,C,3,01101    0    0    0
1.5,0.027378508,0,0,0,HBACK,2,F,C,3,01101    0    0    0
2.78,0.073921971,0,0,0,SEDAN,2,M,C,5,01101    0    0    0
2.49,0.525667351,0,0,0,SEDAN,2,M,C,3,01101    0    0    0
1.3,0.13963039,0,0,0,HDTOP,4,M,C,3,01101    0    0    0
5.236,0.224503765,0,0,0,STNWG,1,M,C,3,01101    0    0    0
0.99,0.027378508,0,0,0,SEDAN,3,F,B,5,01101    0    0    0
0.93,0.851471595,0,0,0,SEDAN,4,F,B,4,01101    0    0    0
2.76,0.720054757,0,0,0,STNWG,1,F,D,3,01101    0    0    0
1.62,0.925393566,0,0,0,SEDAN,3,M,A,5,01101    0    0    0
3.22,0.309377139,0,0,0,HDTOP,2,F,F,2,01101    0    0    0
2.41,0.750171116,1,1,12879.65997,HBACK,1,F,B,3,01101    0    0    0
1.11,0.224503765,0,0,0,UTE,4,M,C,2,01101    0    0    0
0.66,0.851471595,0,0,0,HBACK,4,F,A,2,01101    0    0    0
3.69,0.750171116,0,0,0,TRUCK,2,M,C,1,01101    0    0    0
0.93,0.254620123,0,0,0,TRUCK,4,F,B,5,01101    0    0    0
1.67,0.301163587,0,0,0,HBACK,2,F,A,6,01101    0    0    0
1.86,0.221765914,0,0,0,SEDAN,1,M,C,1,01101    0    0    0
3.47,0.246406571,1,1,937.2799988,SEDAN,1,M,B,3,01101    0    0    0
1.53,0.27926078,0,0,0,UTE,3,M,C,2,01101    0    0    0
1.39,0.829568789,0,0,0,HBACK,1,F,A,4,01101    0    0    0
1.26,0.309377139,0,0,0,HBACK,2,M,B,4,01101    0    0    0
2.82,0.829568789,0,0,0,STNWG,1,M,A,5,01101    0    0    0
1.79,0.314852841,0,0,0,SEDAN,2,M,D,4,01101    0    0    0
1.2,0.224503765,0,0,0,HBACK,1,F,C,3,01101    0    0    0
3.14,0.851471595,1,2,19142.13268,TRUCK,3,M,C,1,01101    0    0    0
0.68,0.309377139,0,0,0,HBACK,3,F,D,3,01101    0    0    0
1.17,0.646132786,0,0,0,HBACK,2,M,C,3,01101    0    0    0
1.71,0.358658453,0,0,0,SEDAN,2,F,A,3,01101    0    0    0
1.12,0.309377139,0,0,0,HBACK,3,F,C,2,01101    0    0    0
0.39,0.224503765,0,0,0,HBACK,4,M,B,3,01101    0    0    0
1.64,0.689938398,0,0,0,STNWG,3,F,C,4,01101    0    0    0
1.349,0.547570157,0,0,0,HBACK,1,F,C,3,01101    0    0    0
1.81,0.720054757,0,0,0,HBACK,4,M,C,2,01101    0    0    0
0.55,0.101300479,0,0,0,HBACK,4,F,A,1,01101    0    0    0
1,0.224503765,0,0,0,HBACK,3,F,B,2,01101    0    0    0
1.18,0.073921971,0,0,0,SEDAN,3,M,B,6,01101    0    0    0
2,0.1724846,0,0,0,SEDAN,2,F,C,4,01101    0    0    0
1.428,0.525667351,0,0,0,HBACK,1,F,C,4,01101    0    0    0
2.87,0.224503765,0,0,0,STNWG,2,F,A,3,01101    0    0    0
1.16,0.862422998,0,0,0,SEDAN,3,M,A,6,01101    0    0    0
0.92,0.027378508,0,0,0,SEDAN,3,M,C,4,01101    0    0    0
1.38,0.90349076,0,0,0,HBACK,2,F,C,3,01101    0    0    0
1.64,0.309377139,0,0,0,STNWG,4,M,A,2,01101    0    0    0
2.3,0.698151951,0,0,0,STNWG,3,M,B,5,01101    0    0    0
1.74,0.216290212,0,0,0,SEDAN,2,F,C,4,01101    0    0    0
1.37,0.845995893,0,0,0,HBACK,1,F,C,1,01101    0    0    0
1.3,0.90349076,0,0,0,HDTOP,4,F,B,1,01101    0    0    0
2.85,0.525667351,0,0,0,UTE,2,M,A,1,01101    0    0    0
1.61,0.27926078,0,0,0,HBACK,2,F,F,1,01101    0    0    0
2.234,0.851471595,0,0,0,SEDAN,1,F,D,6,01101    0    0    0
1.39,0.911704312,0,0,0,HBACK,3,M,B,5,01101    0    0    0
0.43,0.093086927,0,0,0,HBACK,4,F,A,6,01101    0    0    0
1.24,0.177960301,0,0,0,SEDAN,3,F,D,5,01101    0    0    0
2.47,0.372347707,0,0,0,SEDAN,1,F,A,5,01101    0    0    0
1.6,0.908966461,0,0,0,SEDAN,2,F,B,5,01101    0    0    0
2.15,0.908966461,0,0,0,UTE,3,M,D,6,01101    0    0    0
1.98,0.911704312,1,1,2659.369995,STNWG,4,M,C,6,01101    0    0    0
0.48,0.908966461,0,0,0,SEDAN,4,F,C,2,01101    0    0    0
3.3,0.906228611,1,1,2349.349999,STNWG,2,M,A,5,01101    0    0    0
1.49,0.908966461,0,0,0,SEDAN,3,M,E,6,01101    0    0    0
1.55,0.65982204,0,0,0,HDTOP,4,M,C,6,01101    0    0    0
6.18,0.027378508,0,0,0,CONVT,4,M,A,4,01101    0    0    0
0.62,0.908966461,1,1,367.7299995,STNWG,4,M,C,6,01101    0    0    0
1.3,0.224503765,0,0,0,HBACK,2,F,A,2,01101    0    0    0
1.77,0.087611225,0,0,0,HBACK,3,M,B,6,01101    0    0    0
6.56,0.908966461,0,0,0,STNWG,1,F,E,5,01101    0    0    0
1.85,0.906228611,0,0,0,SEDAN,2,M,B,5,01101    0    0    0
1.05,0.906228611,0,0,0,HBACK,2,F,E,6,01101    0    0    0
0.91,0.911704312,0,0,0,SEDAN,4,F,F,5,01101    0    0    0
1.51,0.911704312,0,0,0,STNWG,4,M,B,4,01101    0    0    0
1.46,0.221765914,0,0,0,HBACK,1,F,A,1,01101    0    0    0
5.08,0.084873374,0,0,0,HDTOP,1,M,E,4,01101    0    0    0
4.09,0.906228611,0,0,0,STNWG,2,M,B,4,01101    0    0    0
0.44,0.093086927,0,0,0,SEDAN,4,M,D,5,01101    0    0    0
4.11,0.895277207,0,0,0,STNWG,3,F,C,3,01101    0    0    0
3.1,0.999315537,0,0,0,STNWG,3,M,D,4,01101    0    0    0
2.16,0.906228611,0,0,0,SEDAN,1,F,A,4,01101    0    0    0
1.7,0.481861739,0,0,0,SEDAN,2,F,F,6,01101    0    0    0
0.6,0.093086927,0,0,0,SEDAN,4,F,A,6,01101    0    0    0
0.86,0.906228611,0,0,0,SEDAN,4,M,E,4,01101    0    0    0
2.54,0.908966461,0,0,0,STNWG,3,M,B,4,01101    0    0    0
2.2,0.911704312,0,0,0,SEDAN,2,M,D,6,01101    0    0    0
0.78,0.27926078,0,0,0,HBACK,4,F,C,4,01101    0    0    0
1.63,0.889801506,0,0,0,STNWG,4,M,C,4,01101    0    0    0
3,0.002737851,0,0,0,HDTOP,1,M,B,1,01101    0    0    0
0.89,0.095824778,0,0,0,SEDAN,4,F,E,2,01101    0    0    0
0.9,0.911704312,0,0,0,HBACK,4,M,A,5,01101    0    0    0
3.96,0.224503765,0,0,0,STNWG,2,M,E,2,01101    0    0    0
0.95,0.027378508,0,0,0,SEDAN,3,F,A,2,01101    0    0    0
1.74,0.906228611,0,0,0,HBACK,2,F,B,3,01101    0    0    0
1.89,0.911704312,0,0,0,UTE,3,M,E,5,01101    0    0    0
1.51,0.999315537,0,0,0,HBACK,3,F,C,4,01101    0    0    0
1.64,0.892539357,0,0,0,SEDAN,2,M,B,6,01101    0    0    0
1.74,0.906228611,0,0,0,SEDAN,2,F,A,6,01101    0    0    0
0.54,0.911704312,0,0,0,SEDAN,4,F,D,6,01101    0    0    0
1.2,0.911704312,0,0,0,SEDAN,3,F,A,4,01101    0    0    0
1.29,0.908966461,0,0,0,SEDAN,3,M,D,6,01101    0    0    0
1.92,0.906228611,0,0,0,HDTOP,4,M,A,1,01101    0    0    0
4.18,0.848733744,0,0,0,STNWG,2,F,A,5,01101    0    0    0
1.74,0.093086927,0,0,0,HBACK,2,M,A,4,01101    0    0    0
0.39,0.908966461,0,0,0,HBACK,4,F,C,5,01101    0    0    0
1.89,0.908966461,0,0,0,PANVN,2,M,C,5,01101    0    0    0
0.37,0.848733744,0,0,0,HBACK,4,F,B,5,01101    0    0    0
1.6835,0.574948665,0,0,0,HBACK,1,M,E,1,01101    0    0    0
1.6,0.911704312,0,0,0,SEDAN,3,F,A,4,01101    0    0    0
4.09,0.911704312,0,0,0,STNWG,2,F,F,3,01101    0    0    0
0.84,0.906228611,0,0,0,SEDAN,3,M,A,3,01101    0    0    0
1.39,0.607802875,0,0,0,STNWG,4,F,D,4,01101    0    0    0
1.03,0.908966461,0,0,0,HBACK,4,F,B,4,01101    0    0    0
1.29,0.087611225,0,0,0,SEDAN,3,F,A,2,01101    0    0    0
0.62,0.908966461,0,0,0,STNWG,4,M,B,3,01101    0    0    0
0.99,0.999315537,0,0,0,TRUCK,4,M,C,5,01101    0    0    0
1.76,0.542094456,0,0,0,SEDAN,2,F,C,6,01101    0    0    0
2.91,0.65982204,0,0,0,STNWG,1,M,B,5,01101    0    0    0
0.84,0.224503765,0,0,0,SEDAN,3,F,C,3,01101    0    0    0
4.3,0.342231348,0,0,0,STNWG,3,M,A,4,01101    0    0    0
1.24,0.908966461,0,0,0,HBACK,3,F,B,3,01101    0    0    0
0.41,0.908966461,0,0,0,SEDAN,4,M,B,3,01101    0    0    0
1.37,0.098562628,0,0,0,HBACK,1,F,A,3,01101    0    0    0
1.57,0.117727584,0,0,0,HBACK,2,F,C,4,01101    0    0    0
1.71,0.454483231,0,0,0,STNWG,3,M,D,6,01101    0    0    0
1.28,0.911704312,0,0,0,STNWG,3,F,C,4,01101    0    0    0
0.89,0.720054757,0,0,0,SEDAN,3,F,D,5,01101    0    0    0
2.44,0.999315537,0,0,0,SEDAN,1,M,A,4,01101    0    0    0
1.45,0.336755647,0,0,0,SEDAN,3,F,B,5,01101    0    0    0
0.39,0.911704312,0,0,0,SEDAN,4,M,E,5,01101    0    0    0
1.07,0.095824778,0,0,0,HBACK,3,M,A,1,01101    0    0    0
2.389,0.041067762,0,0,0,HBACK,1,M,B,3,01101    0    0    0
0.8,0.908966461,0,0,0,PANVN,4,F,B,4,01101    0    0    0
0.78,0.303901437,0,0,0,STNWG,4,F,A,4,01101    0    0    0
0.6,0.06844627,0,0,0,HBACK,4,M,B,4,01101    0    0    0
0.6,0.093086927,0,0,0,SEDAN,4,M,A,6,01101    0    0    0
1.67,0.908966461,0,0,0,STNWG,4,M,B,5,01101    0    0    0
1.9,0.087611225,0,0,0,STNWG,2,M,C,5,01101    0    0    0
2.33,0.643394935,0,0,0,SEDAN,1,F,A,3,01101    0    0    0
1.43,0.906228611,0,0,0,SEDAN,3,F,B,5,01101    0    0    0
0.41,0.906228611,0,0,0,HBACK,4,F,B,2,01101    0    0    0
1.3,0.1724846,0,0,0,HBACK,2,F,C,5,01101    0    0    0
4.09,0.807665982,0,0,0,UTE,1,F,C,5,01101    0    0    0
0.82,0.911704312,0,0,0,HBACK,3,M,C,4,01101    0    0    0
1.51,0.911704312,0,0,0,HBACK,3,M,D,3,01101    0    0    0
0.8,0.169746749,0,0,0,HBACK,3,M,C,3,01101    0    0    0
2.51,0.465434634,0,0,0,HBACK,1,M,C,4,01101    0    0    0
1.57,0.911704312,0,0,0,HBACK,2,F,A,4,01101    0    0    0
0.57,0.908966461,0,0,0,PANVN,4,F,C,1,01101    0    0    0
0.51,0.906228611,0,0,0,HBACK,4,M,B,6,01101    0    0    0
0.73,0.457221081,0,0,0,SEDAN,4,F,B,2,01101    0    0    0
0.72,0.525667351,0,0,0,HBACK,3,F,A,3,01101    0    0    0
0.39,0.906228611,0,0,0,SEDAN,4,M,B,6,01101    0    0    0
3.4,0.525667351,0,0,0,STNWG,2,M,C,3,01101    0    0    0
0.92,0.752908967,0,0,0,SEDAN,4,F,E,5,01101    0    0    0
2.234,0.525667351,0,0,0,SEDAN,1,F,C,1,01101    0    0    0
1.67,0.224503765,0,0,0,HDTOP,4,M,F,3,01101    0    0    0
2.94,0.194387406,0,0,0,SEDAN,1,M,B,4,01101    0    0    0
0.41,0.906228611,0,0,0,STNWG,4,M,B,3,01101    0    0    0
1.85,0.906228611,0,0,0,SEDAN,2,M,B,6,01101    0    0    0
0.71,0.235455168,0,0,0,HBACK,4,F,D,2,01101    0    0    0
0.82,0.911704312,0,0,0,HBACK,4,F,A,3,01101    0    0    0
3.14,0.911704312,0,0,0,STNWG,3,M,A,4,01101    0    0    0
2.05,0.911704312,0,0,0,STNWG,3,F,B,4,01101    0    0    0
1.54,0.911704312,0,0,0,SEDAN,2,F,C,1,01101    0    0    0
2.39,0.908966461,0,0,0,STNWG,3,F,C,3,01101    0    0    0
0.99,0.906228611,0,0,0,SEDAN,3,F,E,5,01101    0    0    0
1.06,0.906228611,0,0,0,HBACK,3,F,A,4,01101    0    0    0
2.77,0.785763176,0,0,0,STNWG,3,F,C,5,01101    0    0    0
2.64,0.525667351,1,1,462.6999989,UTE,2,F,C,1,01101    0    0    0
1.29,0.906228611,0,0,0,SEDAN,3,M,D,5,01101    0    0    0
2.01,0.906228611,0,0,0,SEDAN,2,F,D,3,01101    0    0    0
1.48,0.906228611,0,0,0,SEDAN,2,F,E,6,01101    0    0    0
1.51,0.10403833,0,0,0,STNWG,4,F,B,4,01101    0    0    0
1.06,0.906228611,0,0,0,STNWG,3,M,B,3,01101    0    0    0
7.199,0.999315537,1,1,782.3599987,STNWG,1,F,C,1,01101    0    0    0
1.03,0.911704312,0,0,0,HBACK,4,F,C,4,01101    0    0    0
0.31,0.342231348,0,0,0,HBACK,4,F,C,5,01101    0    0    0
2.81,0.908966461,0,0,0,STNWG,2,F,A,4,01101    0    0    0
1.3,0.908966461,0,0,0,SEDAN,3,M,C,3,01101    0    0    0
4.31,0.744695414,0,0,0,STNWG,2,F,F,2,01101    0    0    0
1.96,0.908966461,0,0,0,SEDAN,2,F,B,3,01101    0    0    0
0.73,0.123203285,0,0,0,SEDAN,4,F,E,4,01101    0    0    0
1.73,0.999315537,0,0,0,HBACK,1,F,C,5,01101    0    0    0
1.36,0.906228611,0,0,0,SEDAN,3,M,B,3,01101    0    0    0
1.87,0.999315537,0,0,0,SEDAN,2,F,A,4,01101    0    0    0
1.65,0.087611225,1,1,353.77,STNWG,4,M,C,5,01101    0    0    0
1.43,0.246406571,0,0,0,UTE,3,M,A,2,01101    0    0    0
6.51,0.246406571,0,0,0,STNWG,1,M,A,3,01101    0    0    0
0.51,0.911704312,1,1,2494.599999,HBACK,4,F,B,6,01101    0    0    0
0.5,0.906228611,0,0,0,HBACK,4,M,A,6,01101    0    0    0
1.02,0.911704312,0,0,0,HBACK,3,F,B,5,01101    0    0    0
0.58,0.911704312,0,0,0,SEDAN,4,M,C,4,01101    0    0    0
2.29,0.06844627,0,0,0,SEDAN,1,M,C,4,01101    0    0    0
2.32,0.147843943,0,0,0,STNWG,3,M,C,6,01101    0    0    0
0.69,0.147843943,0,0,0,PANVN,4,M,A,6,01101    0    0    0
4.23,0.221765914,0,0,0,STNWG,1,F,A,2,01101    0    0    0
3.3,0.125941136,0,0,0,SEDAN,1,M,D,6,01101    0    0    0
1.76,0.147843943,0,0,0,UTE,2,M,D,5,01101    0    0    0
3.4,0.309377139,0,0,0,STNWG,2,M,A,4,01101    0    0    0
1.01,0.093086927,0,0,0,STNWG,4,F,C,3,01101    0    0    0
0.54,0.298425736,0,0,0,HBACK,4,M,C,2,01101    0    0    0
0.39,0.906228611,0,0,0,SEDAN,4,F,B,2,01101    0    0    0
0.84,0.906228611,0,0,0,SEDAN,4,M,A,3,01101    0    0    0
1.29,0.052019165,0,0,0,SEDAN,3,M,B,3,01101    0    0    0
2.92,0.093086927,0,0,0,STNWG,2,F,A,5,01101    0    0    0
2.98,0.908966461,0,0,0,UTE,1,M,E,3,01101    0    0    0
1.749,0.413415469,1,1,13589.78995,HBACK,1,F,A,2,01101    0    0    0
0.97,0.147843943,0,0,0,SEDAN,3,F,A,5,01101    0    0    0
1.23,0.911704312,0,0,0,SEDAN,4,F,B,6,01101    0    0    0
0.67,0.147843943,0,0,0,HBACK,3,M,C,2,01101    0    0    0
0.69,0.147843943,0,0,0,SEDAN,4,F,D,6,01101    0    0    0
0.84,0.925393566,0,0,0,HBACK,4,F,A,4,01101    0    0    0
1.32,0.147843943,0,0,0,STNWG,4,F,D,6,01101    0    0    0
3.57,0.908966461,0,0,0,UTE,2,M,E,6,01101    0    0    0
2.97,0.908966461,0,0,0,SEDAN,1,F,C,6,01101    0    0    0
6.64,0.005475702,0,0,0,STNWG,1,M,A,3,01101    0    0    0
0.31,0.224503765,0,0,0,HBACK,4,M,D,5,01101    0    0    0
0.44,0.908966461,0,0,0,STNWG,4,M,B,3,01101    0    0    0
0.91,0.851471595,0,0,0,HBACK,3,F,A,3,01101    0    0    0
0.43,0.563997262,0,0,0,HBACK,4,M,C,4,01101    0    0    0
0.82,0.224503765,0,0,0,UTE,4,M,E,1,01101    0    0    0
1.2,0.090349076,0,0,0,HBACK,2,M,C,4,01101    0    0    0
1.15,0.339493498,0,0,0,STNWG,4,F,B,3,01101    0    0    0
1.11,0.147843943,0,0,0,SEDAN,4,F,C,4,01101    0    0    0
1.51,0.908966461,0,0,0,STNWG,4,M,E,1,01101    0    0    0
1.36,0.925393566,0,0,0,STNWG,4,M,B,4,01101    0    0    0
1.02,0.224503765,0,0,0,PANVN,4,M,C,4,01101    0    0    0
1.71,0.147843943,0,0,0,SEDAN,2,M,A,6,01101    0    0    0
0.84,0.906228611,0,0,0,SEDAN,3,M,C,6,01101    0    0    0
0.45,0.147843943,0,0,0,SEDAN,4,M,C,5,01101    0    0    0
0.98,0.906228611,0,0,0,SEDAN,3,M,A,6,01101    0    0    0
2.23,0.147843943,0,0,0,HBACK,1,M,A,6,01101    0    0    0
1.22,0.147843943,0,0,0,STNWG,4,M,A,5,01101    0    0    0
2.42,0.147843943,0,0,0,STNWG,3,F,A,3,01101    0    0    0
1.45,0.180698152,0,0,0,STNWG,4,M,C,2,01101    0    0    0
2.1,0.027378508,0,0,0,TRUCK,2,F,F,4,01101    0    0    0
1.03,0.147843943,0,0,0,STNWG,3,F,A,5,01101    0    0    0
1.64,0.027378508,0,0,0,STNWG,4,F,C,4,01101    0    0    0
1.63,0.525667351,0,0,0,HBACK,2,M,C,4,01101    0    0    0
1.15,0.906228611,0,0,0,STNWG,3,M,D,5,01101    0    0    0
1.35,0.093086927,0,0,0,STNWG,4,M,C,4,01101    0    0    0
0.85,0.147843943,0,0,0,SEDAN,3,F,A,6,01101    0    0    0
2.09,0.147843943,0,0,0,STNWG,3,F,F,5,01101    0    0    0
1.45,0.147843943,0,0,0,UTE,4,M,D,5,01101    0    0    0
1.29,0.147843943,0,0,0,SEDAN,3,F,A,5,01101    0    0    0
1.54,0.752908967,0,0,0,SEDAN,3,F,B,4,01101    0    0    0
1.4,0.917180014,0,0,0,SEDAN,3,F,D,4,01101    0    0    0
1.95,0.908966461,0,0,0,SEDAN,1,F,B,4,01101    0    0    0
0.8,0.147843943,0,0,0,UTE,4,M,D,4,01101    0    0    0
1.63,0.254620123,0,0,0,HDTOP,3,F,C,3,01101    0    0    0
1.51,0.090349076,0,0,0,SEDAN,3,F,C,4,01101    0    0    0
1.16,0.911704312,0,0,0,STNWG,4,M,A,3,01101    0    0    0
3.46,0.238193019,0,0,0,SEDAN,2,M,C,4,01101    0    0    0
1.09,0.517453799,0,0,0,STNWG,4,F,E,4,01101    0    0    0
1.64,0.010951403,0,0,0,SEDAN,2,F,A,5,01101    0    0    0
1.88,0.090349076,0,0,0,STNWG,3,F,D,2,01101    0    0    0
1.16,0.087611225,0,0,0,MIBUS,4,F,A,3,01101    0    0    0
3.23,0.911704312,0,0,0,STNWG,3,F,B,3,01101    0    0    0
1.16,0.851471595,0,0,0,UTE,4,M,A,2,01101    0    0    0
0.72,0.911704312,0,0,0,HBACK,4,F,A,5,01101    0    0    0
1.65,0.90349076,0,0,0,STNWG,4,M,C,3,01101    0    0    0
1.97,0.016427105,0,0,0,SEDAN,2,F,A,4,01101    0    0    0
1.32,0.147843943,0,0,0,STNWG,4,F,D,2,01101    0    0    0
4.28,0.752908967,0,0,0,STNWG,1,M,A,3,01101    0    0    0
1.17,0.224503765,0,0,0,STNWG,4,M,E,1,01101    0    0    0
1.64,0.925393566,0,0,0,SEDAN,2,M,C,4,01101    0    0    0
2.39,0.908966461,1,1,2981.809998,HDTOP,2,M,C,4,01101    0    0    0
1.28,0.911704312,0,0,0,STNWG,4,F,F,3,01101    0    0    0
0.45,0.344969199,0,0,0,SEDAN,4,M,B,6,01101    0    0    0
0.44,0.908966461,0,0,0,STNWG,4,F,B,5,01101    0    0    0
0.97,0.147843943,0,0,0,SEDAN,3,F,C,4,01101    0    0    0
2.5,0.752908967,0,0,0,SEDAN,1,M,A,3,01101    0    0    0
2.81,0.908966461,0,0,0,STNWG,3,M,C,4,01101    0    0    0
3.59,0.884325804,1,1,231.96,SEDAN,4,F,A,4,01101    0    0    0
1.57,0.147843943,0,0,0,HDTOP,4,M,C,5,01101    0    0    0
1.49,0.906228611,0,0,0,SEDAN,3,F,E,4,01101    0    0    0
0.77,0.147843943,0,0,0,SEDAN,4,F,C,5,01101    0    0    0
1.76,0.090349076,0,0,0,HBACK,2,M,D,5,01101    0    0    0
2.27,0.021902806,0,0,0,SEDAN,2,F,C,6,01101    0    0    0
1.72,0.147843943,0,0,0,SEDAN,2,M,A,5,01101    0    0    0
1.76,0.739219713,0,0,0,HDTOP,3,F,B,4,01101    0    0    0
3.57,0.908966461,0,0,0,UTE,2,M,E,5,01101    0    0    0
0.73,0.906228611,0,0,0,SEDAN,4,M,C,5,01101    0    0    0
0.4,0.911704312,0,0,0,SEDAN,4,F,C,4,01101    0    0    0
1.46,0.720054757,0,0,0,MIBUS,3,F,B,2,01101    0    0    0
3.48,0.443531828,0,0,0,SEDAN,1,F,B,3,01101    0    0    0
1.43,0.906228611,0,0,0,HDTOP,4,M,D,2,01101    0    0    0
0.78,0.235455168,0,0,0,HBACK,3,F,C,3,01101    0    0    0
1.29,0.851471595,0,0,0,SEDAN,3,F,C,2,01101    0    0    0
1.36,0.906228611,0,0,0,TRUCK,3,M,D,4,01101    0    0    0
2.01,0.856947296,0,0,0,SEDAN,1,F,F,5,01101    0    0    0
1.01,0.093086927,0,0,0,STNWG,4,F,C,6,01101    0    0    0
0.88,0.906228611,0,0,0,HBACK,3,F,C,4,01101    0    0    0
1.39,0.342231348,0,0,0,HBACK,3,M,C,4,01101    0    0    0
1.36,0.925393566,0,0,0,HBACK,2,F,A,4,01101    0    0    0
2.52,0.323066393,0,0,0,STNWG,3,F,C,1,01101    0    0    0
3.02,0.906228611,0,0,0,STNWG,3,M,B,5,01101    0    0    0
1.83,0.544832307,0,0,0,STNWG,4,M,B,3,01101    0    0    0
0.73,0.906228611,0,0,0,SEDAN,4,M,B,3,01101    0    0    0
0.62,0.147843943,0,0,0,SEDAN,4,F,A,5,01101    0    0    0
1.54,0.238193019,0,0,0,SEDAN,1,F,A,1,01101    0    0    0
2.12,0.906228611,0,0,0,STNWG,3,F,B,3,01101    0    0    0
1.06,0.906228611,0,0,0,HBACK,3,F,B,5,01101    0    0    0
0.44,0.922655715,0,0,0,SEDAN,4,M,A,4,01101    0    0    0
1.11,0.906228611,1,1,200,HBACK,3,F,A,6,01101    0    0    0
1.36,0.906228611,0,0,0,STNWG,4,M,B,2,01101    0    0    0
3.04,0.999315537,0,0,0,TRUCK,3,M,E,4,01101    0    0    0
3.43,0.224503765,0,0,0,UTE,1,F,C,1,01101    0    0    0
2.23,0.73100616,0,0,0,HBACK,1,F,B,3,01101    0    0    0
1.23,0.851471595,0,0,0,HBACK,2,M,C,5,01101    0    0    0
0.71,0.147843943,0,0,0,HBACK,3,M,C,4,01101    0    0    0
1.08,0.851471595,0,0,0,SEDAN,3,F,D,6,01101    0    0    0
2,0.906228611,0,0,0,HBACK,2,F,A,4,01101    0    0    0
1.64,0.246406571,0,0,0,STNWG,4,M,F,4,01101    0    0    0
2.76,0.906228611,0,0,0,STNWG,1,F,C,5,01101    0    0    0
1.55,0.147843943,0,0,0,HDTOP,3,M,A,5,01101    0    0    0
0.96,0.142368241,0,0,0,STNWG,3,M,C,5,01101    0    0    0
4.9,0.153319644,0,0,0,SEDAN,1,F,B,5,01101    0    0    0
1.74,0.090349076,0,0,0,HBACK,2,F,E,1,01101    0    0    0
2.14,0.027378508,0,0,0,STNWG,3,M,B,3,01101    0    0    0
1.92,0.147843943,0,0,0,SEDAN,1,F,C,4,01101    0    0    0
1.45,0.999315537,0,0,0,TRUCK,4,F,C,2,01101    0    0    0
0.6,0.147843943,0,0,0,STNWG,4,F,D,3,01101    0    0    0
4.349,0.509240246,0,0,0,UTE,1,M,A,5,01101    0    0    0
2.65,0.147843943,0,0,0,SEDAN,1,F,D,4,01101    0    0    0
3.08,0.147843943,0,0,0,STNWG,3,M,D,4,01101    0    0    0
